2025-02-02 16:45:35,106 INFO    MainThread:1249125 [wandb_setup.py:_flush():68] Current SDK version is 0.19.4
2025-02-02 16:45:35,107 INFO    MainThread:1249125 [wandb_setup.py:_flush():68] Configure stats pid to 1249125
2025-02-02 16:45:35,107 INFO    MainThread:1249125 [wandb_setup.py:_flush():68] Loading settings from /home/lyw/.config/wandb/settings
2025-02-02 16:45:35,107 INFO    MainThread:1249125 [wandb_setup.py:_flush():68] Loading settings from /data2/lyw/deunet_mem_based/utils/wandb/settings
2025-02-02 16:45:35,107 INFO    MainThread:1249125 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-02-02 16:45:35,107 INFO    MainThread:1249125 [wandb_init.py:setup_run_log_directory():624] Logging user logs to /data2/lyw/deunet_mem_based/utils/wandb/run-20250202_164535-sdh5ctb5/logs/debug.log
2025-02-02 16:45:35,107 INFO    MainThread:1249125 [wandb_init.py:setup_run_log_directory():625] Logging internal logs to /data2/lyw/deunet_mem_based/utils/wandb/run-20250202_164535-sdh5ctb5/logs/debug-internal.log
2025-02-02 16:45:35,107 INFO    MainThread:1249125 [wandb_init.py:init():743] calling init triggers
2025-02-02 16:45:35,107 INFO    MainThread:1249125 [wandb_init.py:init():748] wandb.init called with sweep_config: {}
config: {'device': 'cuda:3', 'channel_weights': [1.0, 2.0, 1.0, 1.0], 'batch_size': 8, 'num_classes': 4, 'pretrained': False, 'pretrained_weights': './Synapse_weights_1u1d', 'lr': 0.0001, 'epochs': 500, 'warmup_epochs': 10, 'dataset_mode': 'ACDC', 'max_channel': 256, 'l2_norm': 1e-07, 'patience': 15, 'aug': False, 'wandb': True, 'cache': True, 'log_dir': '../../de_logistics/ACDC_3UNetlinear_02-02-16-45-34/', 'log_file_path': '../../de_logistics/ACDC_3UNetlinear_02-02-16-45-34/training.log'}
2025-02-02 16:45:35,107 INFO    MainThread:1249125 [wandb_init.py:init():776] starting backend
2025-02-02 16:45:35,315 INFO    MainThread:1249125 [wandb_init.py:init():780] sending inform_init request
2025-02-02 16:45:35,317 INFO    MainThread:1249125 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-02-02 16:45:35,319 INFO    MainThread:1249125 [wandb_init.py:init():795] backend started and connected
2025-02-02 16:45:35,320 INFO    MainThread:1249125 [wandb_init.py:init():888] updated telemetry
2025-02-02 16:45:35,321 INFO    MainThread:1249125 [wandb_init.py:init():915] communicating run to backend with 90.0 second timeout
2025-02-02 16:45:35,789 INFO    MainThread:1249125 [wandb_init.py:init():967] starting run threads in backend
2025-02-02 16:45:35,860 INFO    MainThread:1249125 [wandb_run.py:_console_start():2409] atexit reg
2025-02-02 16:45:35,860 INFO    MainThread:1249125 [wandb_run.py:_redirect():2259] redirect: wrap_raw
2025-02-02 16:45:35,860 INFO    MainThread:1249125 [wandb_run.py:_redirect():2324] Wrapping output streams.
2025-02-02 16:45:35,860 INFO    MainThread:1249125 [wandb_run.py:_redirect():2349] Redirects installed.
2025-02-02 16:45:35,863 INFO    MainThread:1249125 [wandb_init.py:init():1009] run started, returning control to user process
2025-02-02 16:45:43,283 WARNING MsgRouterThr:1249125 [router.py:message_loop():75] message_loop has been closed
